DateTime,Streamflow,Source
10/1/18,1827.2341,Water Year 2019
10/2/18,1850.5345,Water Year 2019
10/3/18,1894.4579,Water Year 2019
10/4/18,1954.055,Water Year 2019
10/5/18,2009.3408,Water Year 2019
10/6/18,2019.712,Water Year 2019
10/7/18,2017.7936,Water Year 2019
10/8/18,2048.975,Water Year 2019
10/9/18,2043.5614,Water Year 2019
10/10/18,2124.802,Water Year 2019
10/11/18,2263.9792,Water Year 2019
10/12/18,2500.75,Water Year 2019
10/13/18,2848.6667,Water Year 2019
10/14/18,3044.7378,Water Year 2019
10/15/18,3030.3516,Water Year 2019
10/16/18,2783.408,Water Year 2019
10/17/18,2513.0132,Water Year 2019
10/18/18,2418.5452,Water Year 2019
10/19/18,2363.4858,Water Year 2019
10/20/18,2333.2568,Water Year 2019
10/21/18,2303.3235,Water Year 2019
10/22/18,2279.995,Water Year 2019
10/23/18,2267.1682,Water Year 2019
10/24/18,2265.4692,Water Year 2019
10/25/18,2260.2473,Water Year 2019
10/26/18,2255.3547,Water Year 2019
10/27/18,2261.1995,Water Year 2019
10/28/18,2258.3884,Water Year 2019
10/29/18,2268.9153,Water Year 2019
10/30/18,2282.3076,Water Year 2019
10/31/18,2315.6394,Water Year 2019
11/1/18,2353.167,Water Year 2019
11/2/18,2447.3066,Water Year 2019
11/3/18,2392.3796,Water Year 2019
11/4/18,2409.9702,Water Year 2019
11/5/18,2414.941,Water Year 2019
11/6/18,2446.1274,Water Year 2019
11/7/18,2514.824,Water Year 2019
11/8/18,2539.1604,Water Year 2019
11/9/18,2567.4558,Water Year 2019
11/10/18,2607.4644,Water Year 2019
11/11/18,2607.57,Water Year 2019
11/12/18,2567.6755,Water Year 2019
11/13/18,2508.4565,Water Year 2019
11/14/18,2448.7383,Water Year 2019
11/15/18,2410.2634,Water Year 2019
11/16/18,2391.5898,Water Year 2019
11/17/18,2377.6072,Water Year 2019
11/18/18,2368.9497,Water Year 2019
11/19/18,2356.6094,Water Year 2019
11/20/18,2340.8591,Water Year 2019
11/21/18,2313.0225,Water Year 2019
11/22/18,2281.5232,Water Year 2019
11/23/18,2244.571,Water Year 2019
11/24/18,2226.333,Water Year 2019
11/25/18,2216.4302,Water Year 2019
11/26/18,2235.562,Water Year 2019
11/27/18,2213.3528,Water Year 2019
11/28/18,2184.3855,Water Year 2019
11/29/18,2180.117,Water Year 2019
11/30/18,2170.4644,Water Year 2019
12/1/18,2156.6746,Water Year 2019
12/2/18,2248.9338,Water Year 2019
12/3/18,2210.4985,Water Year 2019
12/4/18,2293.9678,Water Year 2019
12/5/18,2255.5083,Water Year 2019
12/6/18,2282.8464,Water Year 2019
12/7/18,2326.5645,Water Year 2019
12/8/18,2279.7917,Water Year 2019
12/9/18,2206.2825,Water Year 2019
12/10/18,2135.9346,Water Year 2019
12/11/18,2077.0217,Water Year 2019
12/12/18,2033.3763,Water Year 2019
12/13/18,1997.4774,Water Year 2019
12/14/18,1987.3126,Water Year 2019
12/15/18,2024.0626,Water Year 2019
12/16/18,2037.722,Water Year 2019
12/17/18,1979.3602,Water Year 2019
12/18/18,1948.8942,Water Year 2019
12/19/18,1923.3959,Water Year 2019
12/20/18,1907.483,Water Year 2019
12/21/18,1892.2015,Water Year 2019
12/22/18,1876.5045,Water Year 2019
12/23/18,1860.8795,Water Year 2019
12/24/18,1848.7377,Water Year 2019
12/25/18,1840.8057,Water Year 2019
12/26/18,1843.706,Water Year 2019
12/27/18,1836.4528,Water Year 2019
12/28/18,1971.2867,Water Year 2019
12/29/18,1970.8448,Water Year 2019
12/30/18,2107.397,Water Year 2019
12/31/18,2129.9143,Water Year 2019
1/1/19,2405.9734,Water Year 2019
1/2/19,2551.5205,Water Year 2019
1/3/19,2672.451,Water Year 2019
1/4/19,2578.7742,Water Year 2019
1/5/19,2456.956,Water Year 2019
1/6/19,2382.3875,Water Year 2019
1/7/19,2341.851,Water Year 2019
1/8/19,2350.1338,Water Year 2019
1/9/19,2351.5232,Water Year 2019
1/10/19,2390.8835,Water Year 2019
1/11/19,2374.277,Water Year 2019
1/12/19,2461.2935,Water Year 2019
1/13/19,2515.4246,Water Year 2019
1/14/19,2439.6626,Water Year 2019
1/15/19,2338.6406,Water Year 2019
1/16/19,2271.0063,Water Year 2019
1/17/19,2250.242,Water Year 2019
1/18/19,2283.189,Water Year 2019
1/19/19,2339.0286,Water Year 2019
1/20/19,2408.1003,Water Year 2019
1/21/19,2456.4814,Water Year 2019
1/22/19,2455.0923,Water Year 2019
1/23/19,2428.5894,Water Year 2019
1/24/19,2512.842,Water Year 2019
1/25/19,2455.8281,Water Year 2019
1/26/19,2414.0383,Water Year 2019
1/27/19,2346.392,Water Year 2019
1/28/19,2323.4377,Water Year 2019
1/29/19,2319.9802,Water Year 2019
1/30/19,2283.696,Water Year 2019
1/31/19,2256.4016,Water Year 2019
2/1/19,2228.979,Water Year 2019
2/2/19,2227.1116,Water Year 2019
2/3/19,2252.156,Water Year 2019
2/4/19,2297.519,Water Year 2019
2/5/19,2368.903,Water Year 2019
2/6/19,2483.4832,Water Year 2019
2/7/19,2720.4119,Water Year 2019
2/8/19,2906.2358,Water Year 2019
2/9/19,2970.7712,Water Year 2019
2/10/19,3030.957,Water Year 2019
2/11/19,2995.102,Water Year 2019
2/12/19,2856.4255,Water Year 2019
2/13/19,2801.159,Water Year 2019
2/14/19,2814.5164,Water Year 2019
2/15/19,2902.2444,Water Year 2019
2/16/19,2942.0522,Water Year 2019
2/17/19,3024.8328,Water Year 2019
2/18/19,3096.191,Water Year 2019
2/19/19,3176.8591,Water Year 2019
2/20/19,3274.2612,Water Year 2019
2/21/19,3272.9343,Water Year 2019
2/22/19,3187.5583,Water Year 2019
2/23/19,3092.6511,Water Year 2019
2/24/19,3083.0906,Water Year 2019
2/25/19,3121.9106,Water Year 2019
2/26/19,3122.3877,Water Year 2019
2/27/19,3161.817,Water Year 2019
2/28/19,3176.787,Water Year 2019
3/1/19,3228.2046,Water Year 2019
3/2/19,3259.369,Water Year 2019
3/3/19,3223.3784,Water Year 2019
3/4/19,3147.4023,Water Year 2019
3/5/19,3062.482,Water Year 2019
3/6/19,2987.0962,Water Year 2019
3/7/19,2932.0698,Water Year 2019
3/8/19,2900.368,Water Year 2019
3/9/19,2870.0635,Water Year 2019
3/10/19,2930.0388,Water Year 2019
3/11/19,3059.6519,Water Year 2019
3/12/19,3240.453,Water Year 2019
3/13/19,3321.4,Water Year 2019
3/14/19,3368.6,Water Year 2019
3/15/19,3531.118,Water Year 2019
3/16/19,3635.6628,Water Year 2019
3/17/19,3687.4368,Water Year 2019
3/18/19,3727.709,Water Year 2019
3/19/19,3834.4446,Water Year 2019
3/20/19,3920.3374,Water Year 2019
3/21/19,3929.3176,Water Year 2019
3/22/19,3896.4492,Water Year 2019
3/23/19,3941.509,Water Year 2019
3/24/19,4079.552,Water Year 2019
3/25/19,4294.614,Water Year 2019
3/26/19,4425.5093,Water Year 2019
3/27/19,4444.405,Water Year 2019
3/28/19,4383.857,Water Year 2019
3/29/19,4259.9067,Water Year 2019
3/30/19,4204.8843,Water Year 2019
3/31/19,4248.1733,Water Year 2019
4/1/19,4236.8125,Water Year 2019
4/2/19,4302.275,Water Year 2019
4/3/19,4335.3213,Water Year 2019
4/4/19,4389.557,Water Year 2019
4/5/19,4405.106,Water Year 2019
4/6/19,4359.809,Water Year 2019
4/7/19,4369.718,Water Year 2019
4/8/19,4305.283,Water Year 2019
4/9/19,4187.792,Water Year 2019
4/10/19,4074.5212,Water Year 2019
4/11/19,3999.6733,Water Year 2019
4/12/19,3989.722,Water Year 2019
4/13/19,4056.201,Water Year 2019
4/14/19,4052.97,Water Year 2019
4/15/19,4155.361,Water Year 2019
4/16/19,4089.3494,Water Year 2019
4/17/19,4130.951,Water Year 2019
4/18/19,4148.485,Water Year 2019
4/19/19,4315.428,Water Year 2019
4/20/19,4337.304,Water Year 2019
4/21/19,4409.259,Water Year 2019
4/22/19,4473.156,Water Year 2019
4/23/19,4546.4062,Water Year 2019
4/24/19,4575.465,Water Year 2019
4/25/19,4522.6987,Water Year 2019
4/26/19,4391.9775,Water Year 2019
4/27/19,4268.2188,Water Year 2019
4/28/19,4145.961,Water Year 2019
4/29/19,4089.6472,Water Year 2019
4/30/19,4105.616,Water Year 2019
5/1/19,4123.565,Water Year 2019
5/2/19,4474.784,Water Year 2019
5/3/19,4582.738,Water Year 2019
5/4/19,4924.4917,Water Year 2019
5/5/19,5167.015,Water Year 2019
5/6/19,5417.184,Water Year 2019
5/7/19,5647.003,Water Year 2019
5/8/19,5701.601,Water Year 2019
5/9/19,5556.768,Water Year 2019
5/10/19,5335.497,Water Year 2019
5/11/19,5139.4136,Water Year 2019
5/12/19,5170.739,Water Year 2019
5/13/19,5367.5107,Water Year 2019
5/14/19,5616.329,Water Year 2019
5/15/19,5772.8223,Water Year 2019
5/16/19,5810.3843,Water Year 2019
5/17/19,5788.9546,Water Year 2019
5/18/19,5813.546,Water Year 2019
5/19/19,5820.007,Water Year 2019
5/20/19,5813.1357,Water Year 2019
5/21/19,5814.9087,Water Year 2019
5/22/19,5978.515,Water Year 2019
5/23/19,6215.329,Water Year 2019
5/24/19,6807.702,Water Year 2019
5/25/19,7376.7603,Water Year 2019
5/26/19,7932.229,Water Year 2019
5/27/19,8227.991,Water Year 2019
5/28/19,8387.078,Water Year 2019
5/29/19,8532.551,Water Year 2019
5/30/19,8681.7295,Water Year 2019
5/31/19,8867.869,Water Year 2019
6/1/19,9107.166,Water Year 2019
6/2/19,9489.568,Water Year 2019
6/3/19,9969.551,Water Year 2019
6/4/19,10273.601,Water Year 2019
6/5/19,10599.572,Water Year 2019
6/6/19,10855.799,Water Year 2019
6/7/19,10977.324,Water Year 2019
6/8/19,11001.374,Water Year 2019
6/9/19,11023.282,Water Year 2019
6/10/19,11032.448,Water Year 2019
6/11/19,10974.134,Water Year 2019
6/12/19,10814.577,Water Year 2019
6/13/19,10661.361,Water Year 2019
6/14/19,10515.607,Water Year 2019
6/15/19,10386.037,Water Year 2019
6/16/19,10281.276,Water Year 2019
6/17/19,10139.24,Water Year 2019
6/18/19,9967.533,Water Year 2019
6/19/19,9867.547,Water Year 2019
6/20/19,9848.339,Water Year 2019
6/21/19,9776.258,Water Year 2019
6/22/19,9667.597,Water Year 2019
6/23/19,9721.926,Water Year 2019
6/24/19,9786.672,Water Year 2019
6/25/19,9945.588,Water Year 2019
6/26/19,9880.021,Water Year 2019
6/27/19,9817.098,Water Year 2019
6/28/19,9823.729,Water Year 2019
6/29/19,9861.395,Water Year 2019
6/30/19,10079.628,Water Year 2019
7/1/19,10240.155,Water Year 2019
7/2/19,10216.405,Water Year 2019
7/3/19,10070.393,Water Year 2019
7/4/19,9888.479,Water Year 2019
7/5/19,9731.863,Water Year 2019
7/6/19,9623.712,Water Year 2019
7/7/19,9591.015,Water Year 2019
7/8/19,9596.993,Water Year 2019
7/9/19,9507.435,Water Year 2019
7/10/19,9371.622,Water Year 2019
7/11/19,9222.129,Water Year 2019
7/12/19,9049.436,Water Year 2019
7/13/19,8893.909,Water Year 2019
7/14/19,8767.655,Water Year 2019
7/15/19,8664.11,Water Year 2019
7/16/19,8625.684,Water Year 2019
7/17/19,8538.719,Water Year 2019
7/18/19,8469.872,Water Year 2019
7/19/19,8631.19,Water Year 2019
7/20/19,8465.843,Water Year 2019
7/21/19,8389.825,Water Year 2019
7/22/19,8344.749,Water Year 2019
7/23/19,8462.539,Water Year 2019
7/24/19,8518.122,Water Year 2019
7/25/19,8777.413,Water Year 2019
7/26/19,8972.812,Water Year 2019
7/27/19,9076.657,Water Year 2019
7/28/19,9071.856,Water Year 2019
7/29/19,8913.455,Water Year 2019
7/30/19,8682.002,Water Year 2019
7/31/19,8418.583,Water Year 2019
8/1/19,8207.892,Water Year 2019
8/2/19,8160.7915,Water Year 2019
8/3/19,8069.9604,Water Year 2019
8/4/19,7982.1,Water Year 2019
8/5/19,7900.5786,Water Year 2019
8/6/19,7831.15,Water Year 2019
8/7/19,7792.2046,Water Year 2019
8/8/19,7686.3276,Water Year 2019
8/9/19,7527.5806,Water Year 2019
8/10/19,7295.105,Water Year 2019
8/11/19,7049.27,Water Year 2019
8/12/19,6870.1177,Water Year 2019
8/13/19,6861.6313,Water Year 2019
8/14/19,6908.6333,Water Year 2019
8/15/19,6848.126,Water Year 2019
8/16/19,6804.5127,Water Year 2019
8/17/19,6743.04,Water Year 2019
8/18/19,6709.8994,Water Year 2019
8/19/19,6671.583,Water Year 2019
8/20/19,6652.8916,Water Year 2019
8/21/19,6665.202,Water Year 2019
8/22/19,6719.392,Water Year 2019
8/23/19,6871.3174,Water Year 2019
8/24/19,6909.306,Water Year 2019
8/25/19,6869.618,Water Year 2019
8/26/19,6702.2646,Water Year 2019
8/27/19,6527.452,Water Year 2019
8/28/19,6284.241,Water Year 2019
8/29/19,6096.923,Water Year 2019
8/30/19,5976.1597,Water Year 2019
8/31/19,5889.8564,Water Year 2019
9/1/19,5904.259,Water Year 2019
9/2/19,5888.671,Water Year 2019
9/3/19,5911.0166,Water Year 2019
9/4/19,5804.6226,Water Year 2019
9/5/19,5731.4,Water Year 2019
9/6/19,5671.2007,Water Year 2019
9/7/19,5543.0146,Water Year 2019
9/8/19,5340.235,Water Year 2019
9/9/19,5210.5854,Water Year 2019
9/10/19,5007.36,Water Year 2019
9/11/19,4943.193,Water Year 2019
9/12/19,4900.524,Water Year 2019
9/13/19,4796.005,Water Year 2019
9/14/19,4714.1597,Water Year 2019
9/15/19,4627.828,Water Year 2019
9/16/19,4521.446,Water Year 2019
9/17/19,4433.4526,Water Year 2019
9/18/19,4348.4575,Water Year 2019
9/19/19,4264.3506,Water Year 2019
9/20/19,4160.8647,Water Year 2019
9/21/19,4021.1575,Water Year 2019
9/22/19,3883.2764,Water Year 2019
9/23/19,3778.7122,Water Year 2019
9/24/19,3730.7175,Water Year 2019
9/25/19,3751.6165,Water Year 2019
9/26/19,3858.5244,Water Year 2019
9/27/19,4027.0652,Water Year 2019
9/28/19,4242.533,Water Year 2019
9/29/19,4411.03,Water Year 2019
9/30/19,4485.3647,Water Year 2019
10/1/18,2546.744,Climatology
10/2/18,2534.3403,Climatology
10/3/18,2525.8284,Climatology
10/4/18,2522.6064,Climatology
10/5/18,2506.2021,Climatology
10/6/18,2484.1667,Climatology
10/7/18,2475.0186,Climatology
10/8/18,2477.323,Climatology
10/9/18,2474.4744,Climatology
10/10/18,2464.5542,Climatology
10/11/18,2438.3547,Climatology
10/12/18,2437.3008,Climatology
10/13/18,2441.2473,Climatology
10/14/18,2433.8896,Climatology
10/15/18,2423.6301,Climatology
10/16/18,2401.5708,Climatology
10/17/18,2371.2793,Climatology
10/18/18,2357.5103,Climatology
10/19/18,2354.8572,Climatology
10/20/18,2361.6873,Climatology
10/21/18,2353.0671,Climatology
10/22/18,2320.677,Climatology
10/23/18,2303.4014,Climatology
10/24/18,2313.8696,Climatology
10/25/18,2306.5413,Climatology
10/26/18,2315.147,Climatology
10/27/18,2332.513,Climatology
10/28/18,2341.2002,Climatology
10/29/18,2341.2957,Climatology
10/30/18,2332.5732,Climatology
10/31/18,2303.6091,Climatology
11/1/18,2281.0671,Climatology
11/2/18,2264.1553,Climatology
11/3/18,2238.1843,Climatology
11/4/18,2234.6743,Climatology
11/5/18,2220.5417,Climatology
11/6/18,2208.1765,Climatology
11/7/18,2193.7273,Climatology
11/8/18,2170.9153,Climatology
11/9/18,2148.2576,Climatology
11/10/18,2128.808,Climatology
11/11/18,2111.803,Climatology
11/12/18,2107.046,Climatology
11/13/18,2078.9575,Climatology
11/14/18,2061.067,Climatology
11/15/18,2051.0813,Climatology
11/16/18,2048.515,Climatology
11/17/18,2039.2968,Climatology
11/18/18,2049.498,Climatology
11/19/18,2070.0205,Climatology
11/20/18,2041.5802,Climatology
11/21/18,2029.8794,Climatology
11/22/18,2039.2681,Climatology
11/23/18,2042.3773,Climatology
11/24/18,2039.8341,Climatology
11/25/18,2022.7646,Climatology
11/26/18,2013.32,Climatology
11/27/18,1991.3063,Climatology
11/28/18,1988.5564,Climatology
11/29/18,1977.1163,Climatology
11/30/18,1968.4965,Climatology
12/1/18,1967.4691,Climatology
12/2/18,1964.7738,Climatology
12/3/18,1962.0258,Climatology
12/4/18,1945.1859,Climatology
12/5/18,1922.2102,Climatology
12/6/18,1902.2296,Climatology
12/7/18,1888.7107,Climatology
12/8/18,1878.898,Climatology
12/9/18,1867.6608,Climatology
12/10/18,1865.9203,Climatology
12/11/18,1859.3098,Climatology
12/12/18,1855.1602,Climatology
12/13/18,1849.3357,Climatology
12/14/18,1838.8976,Climatology
12/15/18,1834.5206,Climatology
12/16/18,1833.2909,Climatology
12/17/18,1829.2521,Climatology
12/18/18,1824.3882,Climatology
12/19/18,1833.4336,Climatology
12/20/18,1838.6665,Climatology
12/21/18,1840.8821,Climatology
12/22/18,1840.9507,Climatology
12/23/18,1839.5083,Climatology
12/24/18,1853.2177,Climatology
12/25/18,1858.5372,Climatology
12/26/18,1866.5093,Climatology
12/27/18,1868.3882,Climatology
12/28/18,1898.5626,Climatology
12/29/18,1898.6788,Climatology
12/30/18,1933.1127,Climatology
12/31/18,1931.8682,Climatology
1/1/19,1959.1643,Climatology
1/2/19,1966.3063,Climatology
1/3/19,1988.8247,Climatology
1/4/19,1981.2233,Climatology
1/5/19,1957.4716,Climatology
1/6/19,1952.5049,Climatology
1/7/19,1928.2748,Climatology
1/8/19,1915.4176,Climatology
1/9/19,1918.3677,Climatology
1/10/19,1915.1232,Climatology
1/11/19,1945.196,Climatology
1/12/19,1965.2018,Climatology
1/13/19,1968.855,Climatology
1/14/19,2017.334,Climatology
1/15/19,2013.7627,Climatology
1/16/19,2022.4296,Climatology
1/17/19,2025.3606,Climatology
1/18/19,2043.8782,Climatology
1/19/19,2042.1118,Climatology
1/20/19,2045.9346,Climatology
1/21/19,2053.0425,Climatology
1/22/19,2052.8276,Climatology
1/23/19,2059.19,Climatology
1/24/19,2056.6584,Climatology
1/25/19,2059.5735,Climatology
1/26/19,2061.305,Climatology
1/27/19,2064.6233,Climatology
1/28/19,2071.3467,Climatology
1/29/19,2077.8284,Climatology
1/30/19,2080.913,Climatology
1/31/19,2089.5352,Climatology
2/1/19,2084.0183,Climatology
2/2/19,2096.7253,Climatology
2/3/19,2105.0813,Climatology
2/4/19,2116.8574,Climatology
2/5/19,2134.0435,Climatology
2/6/19,2131.8848,Climatology
2/7/19,2142.323,Climatology
2/8/19,2147.681,Climatology
2/9/19,2152.2212,Climatology
2/10/19,2157.9163,Climatology
2/11/19,2157.3333,Climatology
2/12/19,2146.7996,Climatology
2/13/19,2134.388,Climatology
2/14/19,2134.2712,Climatology
2/15/19,2134.0232,Climatology
2/16/19,2144.1145,Climatology
2/17/19,2156.9854,Climatology
2/18/19,2169.9573,Climatology
2/19/19,2177.6812,Climatology
2/20/19,2206.302,Climatology
2/21/19,2213.1726,Climatology
2/22/19,2214.2402,Climatology
2/23/19,2205.7854,Climatology
2/24/19,2198.9114,Climatology
2/25/19,2204.656,Climatology
2/26/19,2214.218,Climatology
2/27/19,2230.1843,Climatology
2/28/19,2233.428,Climatology
3/1/19,2257.632,Climatology
3/2/19,2285.3733,Climatology
3/3/19,2298.602,Climatology
3/4/19,2309.61,Climatology
3/5/19,2322.027,Climatology
3/6/19,2363.6545,Climatology
3/7/19,2384.558,Climatology
3/8/19,2426.6736,Climatology
3/9/19,2445.2427,Climatology
3/10/19,2484.1475,Climatology
3/11/19,2510.175,Climatology
3/12/19,2533.6606,Climatology
3/13/19,2551.6167,Climatology
3/14/19,2584.896,Climatology
3/15/19,2630.9998,Climatology
3/16/19,2653.4058,Climatology
3/17/19,2659.7866,Climatology
3/18/19,2650.775,Climatology
3/19/19,2662.522,Climatology
3/20/19,2683.3274,Climatology
3/21/19,2690.5251,Climatology
3/22/19,2708.7292,Climatology
3/23/19,2741.5186,Climatology
3/24/19,2771.6252,Climatology
3/25/19,2805.6377,Climatology
3/26/19,2826.4126,Climatology
3/27/19,2842.9426,Climatology
3/28/19,2848.3564,Climatology
3/29/19,2848.2805,Climatology
3/30/19,2848.3,Climatology
3/31/19,2876.6003,Climatology
4/1/19,2906.9072,Climatology
4/2/19,2937.4993,Climatology
4/3/19,2952.8562,Climatology
4/4/19,2982.101,Climatology
4/5/19,2977.4417,Climatology
4/6/19,2992.2817,Climatology
4/7/19,2992.4229,Climatology
4/8/19,3003.9192,Climatology
4/9/19,3005.7117,Climatology
4/10/19,3010.1443,Climatology
4/11/19,3022.2698,Climatology
4/12/19,3052.0374,Climatology
4/13/19,3081.3079,Climatology
4/14/19,3110.709,Climatology
4/15/19,3127.8618,Climatology
4/16/19,3106.5808,Climatology
4/17/19,3104.9402,Climatology
4/18/19,3069.6833,Climatology
4/19/19,3056.615,Climatology
4/20/19,3038.234,Climatology
4/21/19,3029.6719,Climatology
4/22/19,3017.3032,Climatology
4/23/19,3032.3027,Climatology
4/24/19,3033.0933,Climatology
4/25/19,3042.0625,Climatology
4/26/19,3062.2532,Climatology
4/27/19,3096.1133,Climatology
4/28/19,3130.1343,Climatology
4/29/19,3175.5793,Climatology
4/30/19,3241.365,Climatology
5/1/19,3305.4993,Climatology
5/2/19,3365.406,Climatology
5/3/19,3411.0635,Climatology
5/4/19,3459.654,Climatology
5/5/19,3513.396,Climatology
5/6/19,3552.3325,Climatology
5/7/19,3577.8767,Climatology
5/8/19,3596.7605,Climatology
5/9/19,3584.557,Climatology
5/10/19,3569.6963,Climatology
5/11/19,3574.6758,Climatology
5/12/19,3615.583,Climatology
5/13/19,3656.3264,Climatology
5/14/19,3693.6519,Climatology
5/15/19,3738.8289,Climatology
5/16/19,3770.546,Climatology
5/17/19,3805.7036,Climatology
5/18/19,3855.258,Climatology
5/19/19,3918.6475,Climatology
5/20/19,3956.4827,Climatology
5/21/19,3974.5117,Climatology
5/22/19,4001.876,Climatology
5/23/19,4035.6194,Climatology
5/24/19,4066.2952,Climatology
5/25/19,4065.4634,Climatology
5/26/19,4072.878,Climatology
5/27/19,4063.908,Climatology
5/28/19,4056.1,Climatology
5/29/19,4068.45,Climatology
5/30/19,4077.01,Climatology
5/31/19,4100.396,Climatology
6/1/19,4131.2144,Climatology
6/2/19,4186.189,Climatology
6/3/19,4237.8906,Climatology
6/4/19,4278.7505,Climatology
6/5/19,4317.526,Climatology
6/6/19,4341.74,Climatology
6/7/19,4397.427,Climatology
6/8/19,4459.6714,Climatology
6/9/19,4529.7295,Climatology
6/10/19,4584.724,Climatology
6/11/19,4631.102,Climatology
6/12/19,4706.1104,Climatology
6/13/19,4714.6865,Climatology
6/14/19,4732.87,Climatology
6/15/19,4734.6724,Climatology
6/16/19,4752.7427,Climatology
6/17/19,4749.7227,Climatology
6/18/19,4746.855,Climatology
6/19/19,4765.945,Climatology
6/20/19,4783.234,Climatology
6/21/19,4789.7563,Climatology
6/22/19,4804.174,Climatology
6/23/19,4847.887,Climatology
6/24/19,4896.8457,Climatology
6/25/19,4945.841,Climatology
6/26/19,4975.5767,Climatology
6/27/19,5057.4126,Climatology
6/28/19,5101.583,Climatology
6/29/19,5176.768,Climatology
6/30/19,5244.753,Climatology
7/1/19,5118.8696,Climatology
7/2/19,5158.691,Climatology
7/3/19,5209.5933,Climatology
7/4/19,5270.833,Climatology
7/5/19,5335.4683,Climatology
7/6/19,5412.5806,Climatology
7/7/19,5482.976,Climatology
7/8/19,5508.7363,Climatology
7/9/19,5527.349,Climatology
7/10/19,5549.1357,Climatology
7/11/19,5572.799,Climatology
7/12/19,5571.3267,Climatology
7/13/19,5567.7017,Climatology
7/14/19,5567.4443,Climatology
7/15/19,5579.436,Climatology
7/16/19,5589.873,Climatology
7/17/19,5587.833,Climatology
7/18/19,5591.703,Climatology
7/19/19,5637.5903,Climatology
7/20/19,5661.4136,Climatology
7/21/19,5696.9263,Climatology
7/22/19,5705.483,Climatology
7/23/19,5732.1934,Climatology
7/24/19,5744.9263,Climatology
7/25/19,5780.1104,Climatology
7/26/19,5854.346,Climatology
7/27/19,5880.971,Climatology
7/28/19,5914.617,Climatology
7/29/19,5921.424,Climatology
7/30/19,5894.769,Climatology
7/31/19,5858.5415,Climatology
8/1/19,5771.208,Climatology
8/2/19,5703.605,Climatology
8/3/19,5615.8276,Climatology
8/4/19,5540.4604,Climatology
8/5/19,5462.6914,Climatology
8/6/19,5378.049,Climatology
8/7/19,5292.7075,Climatology
8/8/19,5195.927,Climatology
8/9/19,5098.146,Climatology
8/10/19,5016.7534,Climatology
8/11/19,4923.608,Climatology
8/12/19,4831.6714,Climatology
8/13/19,4760.9814,Climatology
8/14/19,4713.5757,Climatology
8/15/19,4653.47,Climatology
8/16/19,4589.641,Climatology
8/17/19,4528.13,Climatology
8/18/19,4471.5215,Climatology
8/19/19,4427.8296,Climatology
8/20/19,4384.3223,Climatology
8/21/19,4322.816,Climatology
8/22/19,4288.766,Climatology
8/23/19,4259.4897,Climatology
8/24/19,4227.823,Climatology
8/25/19,4193.3438,Climatology
8/26/19,4131.8994,Climatology
8/27/19,4076.417,Climatology
8/28/19,4006.8672,Climatology
8/29/19,3946.9404,Climatology
8/30/19,3888.666,Climatology
8/31/19,3816.671,Climatology
9/1/19,3756.148,Climatology
9/2/19,3710.1877,Climatology
9/3/19,3643.7268,Climatology
9/4/19,3569.3438,Climatology
9/5/19,3496.6772,Climatology
9/6/19,3431.6802,Climatology
9/7/19,3373.4556,Climatology
9/8/19,3290.278,Climatology
9/9/19,3218.131,Climatology
9/10/19,3130.8555,Climatology
9/11/19,3063.225,Climatology
9/12/19,2991.8584,Climatology
9/13/19,2944.2275,Climatology
9/14/19,2914.4553,Climatology
9/15/19,2916.157,Climatology
9/16/19,2882.711,Climatology
9/17/19,2874.3916,Climatology
9/18/19,2849.2886,Climatology
9/19/19,2808.9517,Climatology
9/20/19,2798.727,Climatology
9/21/19,2775.4675,Climatology
9/22/19,2745.5698,Climatology
9/23/19,2746.3022,Climatology
9/24/19,2736.606,Climatology
9/25/19,2723.725,Climatology
9/26/19,2689.0657,Climatology
9/27/19,2670.6875,Climatology
9/28/19,2631.1719,Climatology
9/29/19,2601.3306,Climatology
9/30/19,2570.2134,Climatology